motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10661|NCU02425T0	10973	17.1011	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1489|NCU09308T0	1801	16.8874	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8534|NCU04132T0	8846	16.7153	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8534|NCU04132T0	561	16.7153	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2365|NCU00758T0	2677	16.6781	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6097|NCU07727T0	6409	16.5424	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5583|NCU09635T0	5895	16.2693	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10447|NCU04537T0	10759	16.0451	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5146|NCU00410T0	5458	15.9615	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2411|NCU00716T0	2723	15.852	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6067|NCU09746T1	6379	15.7729	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8960|NCU07140T0	9272	15.6164	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9649|NCU04025T0	9961	15.5598	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6684|NCU08045T0	6996	15.5186	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|597|NCU09065T0	909	15.4404	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10801|NCU02316T2	11113	15.3459	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9991|NCU11219T0	10303	15.1195	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10800|NCU02316T1	11112	14.9858	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1821|NCU16397T0	2133	14.9189	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10730|NCU02370T0	11042	14.8834	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|676|NCU02156T0	988	14.8375	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4462|NCU06430T0	4774	14.7509	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8159|NCU01320T0	8471	14.6754	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4695|NCU00015T0	5007	14.199	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6053|NCU06624T0	6365	13.9183	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10607|NCU06032T0	10919	13.8076	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3106|NCU03561T0	3418	13.6729	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3106|NCU03561T0	217	13.6729	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6052|NCU06624T1	6364	13.5995	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1105|NCU16363T0	1417	13.2766	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2587|NCU16452T0	2899	13.1694	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4443|NCU16627T0	4755	13.1106	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7791|NCU03807T0	8103	13.02	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1159|NCU02570T0	1471	12.9471	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10702|NCU02395T0	11014	12.8863	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1680|NCU03216T0	1992	12.8769	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9163|NCU04778T0	9475	12.8043	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3852|NCU01545T0	4164	12.6563	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|746|NCU02098T0	1058	12.6094	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|747|NCU02097T0	1059	12.5725	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|747|NCU02097T0	27	12.5725	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6660|NCU08022T0	6972	12.5448	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11122|NCU05834T0	11434	12.5278	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3586|NCU01835T0	3898	12.154	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9456|NCU10011T0	9768	12.1412	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9456|NCU10011T0	612	12.1412	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6620|NCU07988T0	6932	12.0821	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10314|NCU12035T0	10626	12.0582	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7942|NCU01109T0	8254	12.0521	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9490|NCU03864T0	9802	12.0482	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8018|NCU01188T0	8330	12.0349	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3252|NCU03414T0	3564	11.974	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4336|NCU05721T0	4648	11.6937	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11067|NCU05788T0	11379	11.6325	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7675|NCU03702T0	7987	11.6242	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11053|NCU17272T0	11365	11.6146	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3630|NCU01794T0	3942	11.5442	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8374|NCU06719T0	8686	11.5437	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8374|NCU06719T0	543	11.5437	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8234|NCU01390T0	8546	11.4476	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10813|NCU02306T0	11125	11.4073	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10640|NCU02453T0	10952	11.3354	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9087|NCU12077T0	9399	11.2649	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9859|NCU05154T0	10171	11.1695	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7105|NCU05236T0	7417	11.1027	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7943|NCU01111T0	8255	11.0406	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7943|NCU01111T0	510	11.0406	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|963|NCU01898T0	1275	11.0379	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|963|NCU01898T0	45	11.0379	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8360|NCU06707T3	8672	10.9344	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10848|NCU02275T0	11160	10.8589	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5841|NCU07973T0	6153	10.8276	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3217|NCU03456T0	3529	10.75	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8359|NCU06707T2	8671	10.6174	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|846|NCU02003T0	1158	10.594	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10443|NCU04541T0	10755	10.5875	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3257|NCU03409T0	3569	10.5805	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5142|NCU00407T0	5454	10.5725	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10160|NCU09059T0	10472	10.5647	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10998|NCU08172T0	11310	10.5388	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8361|NCU06707T1	8673	10.4836	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6370|NCU06299T0	6682	10.3802	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4960|NCU00244T1	5272	10.3015	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4960|NCU00244T1	320	10.3015	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|675|NCU02157T0	987	10.2737	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11069|NCU05790T0	11381	10.2177	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6945|NCU07042T0	7257	10.1776	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4392|NCU07853T0	4704	10.1537	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4392|NCU07853T0	278	10.1537	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2965|NCU09245T0	3277	10.138	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10039|NCU09301T2	10351	10.0124	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5110|NCU11181T0	5422	9.9399	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3710|NCU01717T0	4022	9.90501	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10427|NCU04555T0	10739	9.88991	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4513|NCU06476T0	4825	9.87384	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5104|NCU00376T1	5416	9.87062	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3698|NCU01734T0	4010	9.83589	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9291|NCU17083T0	9603	9.79309	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9291|NCU17083T0	604	9.79309	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10040|NCU09301T1	10352	9.74881	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6944|NCU07042T1	7256	9.71798	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6876|NCU06977T0	7188	9.65949	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6948|NCU07046T0	7260	9.57099	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6948|NCU07046T0	430	9.57099	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6012|NCU16767T0	6324	9.54177	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8358|NCU06707T0	8670	9.53422	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1237|NCU02636T0	1549	9.52946	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8836|NCU09961T0	9148	9.52648	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10038|NCU09301T0	10350	9.43115	fp
