Feature Id	Aliases	start	end	score	strand	frame	proteinId	gene	log2_fold_change	p_value	q_value	NCUT	NCU
130_gene	130	491910	493376	.	-	0	130	130_gene	1.5739608145768	2.01459288648683e-05	0.0003263135249052	NCU07478T0	NCU07478
812_gene	812	2954772	2955411	.	+	0	812	812_gene	1.80041048545732	5.117789628120521e-15	7.77753500249962e-13	NCU02623T0	NCU02623
1719_gene	1719	6546116	6547618	.	+	0	1719	1719_gene	1.07400369218956	0.0017888252204705	0.0132229755567545	NCU00968T1	NCU00968
2141_gene	2141	7914550	7916202	.	+	0	2141	2141_gene	1.14516255760963	1.53790963768238e-08	6.61367920993854e-07	NCU00587T0	NCU00587
2301_gene	2301	8479371	8481382	.	-	2	2301	2301_gene	1.01365289278476	0.0015634524186277	0.0119237766008111	NCU02996T0	NCU02996
694_gene	694	2626778	2627058	.	-	2	694	694_gene	1.63928256451115	3.73643063801751e-10	2.35440696422396e-08	NCU02526T0	NCU02526
1479_gene	1479	5594146	5596404	.	+	0	1479	1479_gene	1.8541602537918	6.35952460191446e-05	0.0008602006182746	NCU08371T0	NCU08371
2146_gene	2146	7921219	7922080	.	-	1	2146	2146_gene	1.55356859066849	2.90695281398875e-08	1.16888911983501e-06	NCU00585T0	NCU00585
574_gene	574	2172002	2173444	.	-	0	574	574_gene	3.14427640048032	0.000960585171361	0.0080508411685683	NCU01880T0	NCU01880
1144_gene	1144	4588742	4589068	.	+	0	1144	1144_gene	1.11662644504114	2.55043229470744e-06	5.71717295737672e-05	NCU03108T0	NCU03108
163_gene	163	598151	598183	.	+	0	163	163_gene	1.10312858071001	4.41572341299739e-12	4.34591292856334e-10	NCU07446T0	NCU07446
1718_gene	1718	6546116	6547618	.	+	0	1718	1718_gene	1.11320564295013	0.0015287438898811	0.0117283142969796	NCU00968T2	NCU00968
2198_gene	2198	8088235	8089255	.	+	0	2198	2198_gene	1.09336555199927	0.002684656778445	0.0183487057860128	NCU00538T0	NCU00538
705_gene	705	2651611	2653212	.	-	0	705	705_gene	3.06607051600981	0.0019478018211011	0.0141286857120913	NCU02535T0	NCU02535
919_gene	919	3324049	3324201	.	-	0	919	919_gene	1.16304698737524	4.89908992669758e-06	9.57035828024439e-05	NCU02723T0	NCU02723
139_gene	139	536393	536446	.	+	0	139	139_gene	1.15344740982972	3.49879829170083e-08	1.35926998294874e-06	NCU07467T0	NCU07467
63_gene	63	234958	235448	.	-	2	63	63_gene	1.22093128326801	4.35307574729769e-06	8.63429650145381e-05	NCU08092T0	NCU08092
2158_gene	2158	7954255	7955670	.	-	0	2158	2158_gene	1.36850717858865	2.35012315455799e-07	7.38181540401284e-06	NCU00575T0	NCU00575
2142_gene	2142	7914550	7916202	.	+	0	2142	2142_gene	1.19555498460127	6.8977123329032e-10	4.09660685334607e-08	NCU00587T1	NCU00587
765_gene	765	2808970	2809176	.	+	0	765	765_gene	1.07209738307594	0.0020733401667229	0.014837879004789	NCU02583T0	NCU02583
1688_gene	1688	6463858	6464449	.	+	0	1688	1688_gene	6.53695368617695	0.0030162916169598	0.0200521667100735	NCU00993T0	NCU00993
2238_gene	2238	8218069	8218871	.	+	0	2238	2238_gene	1.13310141786374	0.0067414922326542	0.0381316807510943	NCU00499T0	NCU00499
2038_gene	2038	7573217	7573502	.	+	0	2038	2038_gene	1.04813979209502	3.71851721024376e-07	1.101064666208e-05	NCU00682T0	NCU00682
1972_gene	1972	7360943	7362517	.	+	0	1972	1972_gene	1.35038622241426	0.0001280772934248	0.001523073360475	NCU00742T0	NCU00742
1530_gene	1530	5777647	5777728	.	+	0	1530	1530_gene	1.11335301155753	8.69666751777405e-07	2.33432109425135e-05	NCU09192T0	NCU09192
2256_gene	2256	8331555	8332120	.	+	0	2256	2256_gene	1.42353413973698	3.76034793273524e-06	7.6797303432581e-05	NCU03043T0	NCU03043
466_gene	466	1804323	1805195	.	-	0	466	466_gene	10.2515276810913	4.2729888996275294e-11	3.56105381360895e-09	NCU01976T1	NCU01976
1740_gene	1740	6598347	6598572	.	-	1	1740	1740_gene	1.39653167562099	1.0017007455165e-05	0.0001769500086182	NCU00951T0	NCU00951
237_gene	237	952740	954620	.	+	0	237	237_gene	1.75986264923197	2.81517489604613e-08	1.13640692873987e-06	NCU02182T0	NCU02182
2004_gene	2004	7458424	7458494	.	+	0	2004	2004_gene	1.06601249236924	0.0005076148431431	0.0048302870985644	NCU00714T0	NCU00714
1748_gene	1748	6632589	6632773	.	+	0	1748	1748_gene	1.8168329404651	1.46079859536868e-10	1.03396525236575e-08	NCU00943T0	NCU00943
909_gene	909	3285126	3285989	.	-	0	909	909_gene	1.19504808617716	0.0003283980742854	0.0033522235682737	NCU02713T0	NCU02713
2126_gene	2126	7870388	7872256	.	-	0	2126	2126_gene	1.29712274485264	0.001269514982523	0.0100457440113419	NCU00602T0	NCU00602
333_gene	333	1288285	1290111	.	+	0	333	333_gene	1.16706853592532	2.53527017993265e-06	5.69553957378783e-05	NCU02100T0	NCU02100
2043_gene	2043	7589390	7589722	.	-	0	2043	2043_gene	1.1005935251187	1.83806595548468e-06	4.35655357430703e-05	NCU00677T0	NCU00677
1064_gene	1064	4252460	4253613	.	-	2	1064	1064_gene	1.91528942759387	1.76023339819501e-21	5.51219755665068e-19	NCU09321T0	NCU09321
1407_gene	1407	5357807	5357829	.	+	0	1407	1407_gene	1.08600321503447	0.0001059398702304	0.0013017629238541	NCU09111T0	NCU09111
1295_gene	1295	5002034	5003814	.	-	2	1295	1295_gene	2.79425926512215	6.05845548036059e-06	0.0001138328707891	NCU03235T0	NCU03235
668_gene	668	2537429	2538595	.	+	0	668	668_gene	1.61289450992187	3.62309159626431e-05	0.0005333479851252	NCU02502T0	NCU02502
714_gene	714	2669229	2669699	.	-	0	714	714_gene	1.19739193452997	6.34478846249323e-05	0.0008593321621416	NCU02540T0	NCU02540
789_gene	789	2871942	2872507	.	-	2	789	789_gene	1.41764642919497	0.0006515136824427	0.0058840230380189	NCU02603T0	NCU02603
2493_gene	2493	9118068	9121265	.	+	0	2493	2493_gene	25.2973056960619	2.57848170932419e-09	1.32567313354011e-07	NCU02793T2	NCU02793
781_gene	781	2857485	2857799	.	+	0	781	781_gene	1.06703551505725	0.0086353391150881	0.0460121243306924	NCU02596T0	NCU02596
644_gene	644	2459583	2459632	.	+	0	644	644_gene	1.0025882722737	3.56513097652653e-06	7.38317906040584e-05	NCU02480T0	NCU02480
1259_gene	1259	4903727	4903738	.	+	0	1259	1259_gene	1.55165159315682	2.5065386728407e-06	5.64326157846096e-05	NCU03205T0	NCU03205
365_gene	365	1462848	1463339	.	+	0	365	365_gene	2.45276922406441	0.0029121735668897	0.0195672312355256	NCU02071T0	NCU02071
1945_gene	1945	7252480	7252998	.	-	0	1945	1945_gene	1.11804066549018	4.5886239115997194e-11	3.76339996051361e-09	NCU00766T0	NCU00766
678_gene	678	2577604	2577720	.	-	0	678	678_gene	1.09966450730599	1.82923909079509e-07	5.79857569456334e-06	NCU02513T0	NCU02513
1825_gene	1825	6885559	6885685	.	+	0	1825	1825_gene	1.1170325548535	2.23745498044815e-05	0.0003557440413444	NCU00879T1	NCU00879
1758_gene	1758	6669835	6669966	.	+	0	1758	1758_gene	9.10914570384498	0.0005524152889128	0.0051615367049053	NCU00936T0	NCU00936
872_gene	872	3179928	3179932	.	-	2	872	872_gene	1.1684812603792	0.0003123997177716	0.0032251135698827	NCU02680T1	NCU02680
476_gene	476	1832558	1832723	.	+	0	476	476_gene	1.16761487194008	8.15519886001017e-05	0.0010443100993723	NCU01968T0	NCU01968
467_gene	467	1804323	1805195	.	-	0	467	467_gene	10.113165718886	8.4719597146021e-11	6.4851282733850405e-09	NCU01976T0	NCU01976
561_gene	561	2129252	2129425	.	-	0	561	561_gene	1.24149331792585	0.0008394806674744	0.0072413966758605	NCU01891T0	NCU01891
716_gene	716	2675076	2675121	.	+	0	716	716_gene	1.29254413175187	1.09817286010566e-05	0.0001920223068753	NCU02542T0	NCU02542
434_gene	434	1703238	1704434	.	-	0	434	434_gene	3.70389655286505	5.70341288404813e-75	5.89390687437534e-71	NCU02005T0	NCU02005
1126_gene	1126	4512970	4513419	.	-	0	1126	1126_gene	1.28074781594633	0.0017708072724728	0.0131179371711357	NCU16386T0	NCU16386
908_gene	908	3282287	3283122	.	+	0	908	908_gene	2.41294354393911	3.07485114241141e-08	1.21745255577316e-06	NCU02712T0	NCU02712
691_gene	691	2609315	2609315	.	+	0	691	691_gene	2.28915630588602	4.82475721218169e-14	6.1554371642821795e-12	NCU02523T0	NCU02523
1958_gene	1958	7298899	7300201	.	+	0	1958	1958_gene	1.60939369748093	5.75974593714898e-06	0.0001092311472392	NCU00755T0	NCU00755
906_gene	906	3275532	3275968	.	+	0	906	906_gene	2.25268026000495	0.0018930737064617	0.0138059447301171	NCU02710T0	NCU02710
1443_gene	1443	5464387	5464555	.	+	0	1443	1443_gene	1.60988911397515	1.4115643413731699e-18	3.31525134176144e-16	NCU09138T0	NCU09138
502_gene	502	1906728	1906752	.	+	0	502	502_gene	1.62083496072202	1.71192406687511e-13	2.08129685965734e-11	NCU01945T0	NCU01945
1693_gene	1693	6481164	6481274	.	+	0	1693	1693_gene	1.50371399392305	1.69172500568181e-06	4.07512499037664e-05	NCU00988T0	NCU00988
12_gene	12	55262	56845	.	+	0	12	12_gene	1.5793661229847	1.33009757783554e-14	1.90601493308345e-12	NCU09912T0	NCU09912
2175_gene	2175	8000312	8002498	.	+	0	2175	2175_gene	1.66128461409993	1.66390797033715e-06	4.04584116834449e-05	NCU00559T0	NCU00559
1807_gene	1807	6847952	6849784	.	+	0	1807	1807_gene	1.15476163201212	1.67015091938082e-07	5.39354362527544e-06	NCU00893T0	NCU00893
522_gene	522	1997390	1997497	.	+	0	522	522_gene	1.36500591696885	0.0002041643550773	0.0022565074282021	NCU01926T0	NCU01926
303_gene	303	1165644	1165915	.	+	0	303	303_gene	1.6695204322735	1.91489014055578e-08	8.0115282236856e-07	NCU02124T0	NCU02124
2197_gene	2197	8071444	8072183	.	-	2	2197	2197_gene	1.0542498328721	7.54412876340326e-05	0.0009856008424906	NCU00541T1	NCU00541
2188_gene	2188	8048405	8049526	.	-	0	2188	2188_gene	1.45342225086536	1.34642045785844e-14	1.90601493308345e-12	NCU00549T0	NCU00549
1591_gene	1591	6007618	6007681	.	+	0	1591	1591_gene	1.23829567975991	0.0064919544610458	0.0371911011240245	NCU07415T0	NCU07415
521_gene	521	1997390	1997497	.	+	0	521	521_gene	1.37011186676828	0.0001697252605429	0.0019359170446478	NCU01926T1	NCU01926
1853_gene	1853	6951833	6953113	.	+	0	1853	1853_gene	1.22848808494788	0.0015784531423703	0.0120204383001144	NCU00853T0	NCU00853
1534_gene	1534	5791524	5794124	.	+	0	1534	1534_gene	1.34334357225923	0.0016913307584451	0.0126196476951427	NCU09196T0	NCU09196
428_gene	428	1680784	1680970	.	-	1	428	428_gene	1.0507188690668	0.0031919689536777	0.0209012373448462	NCU02011T0	NCU02011
2199_gene	2199	8094561	8095283	.	-	0	2199	2199_gene	1.57988512644504	1.75234645780379e-06	4.21133681277777e-05	NCU00537T0	NCU00537
2343_gene	2343	8604284	8604374	.	+	0	2343	2343_gene	1.0044504096567	6.00820160836185e-05	0.0008201949196936	NCU02952T0	NCU02952
1921_gene	1921	7169619	7169985	.	-	1	1921	1921_gene	1.07570995569603	0.0002824422695166	0.002954208920228	NCU00789T0	NCU00789
1840_gene	1840	6919628	6921082	.	+	0	1840	1840_gene	1.54237873363112	1.16057085910207e-06	2.99085767031441e-05	NCU00865T0	NCU00865
722_gene	722	2690944	2691244	.	+	0	722	722_gene	1.45567851974542	4.45406454351152e-06	8.80601462942867e-05	NCU02547T0	NCU02547
2315_gene	2315	8516237	8516246	.	+	0	2315	2315_gene	1.02677819658659	6.22427640157987e-08	2.25690078364654e-06	NCU02979T0	NCU02979
761_gene	761	2795495	2795527	.	-	0	761	761_gene	1.03520910990038	0.000521232532342	0.004923005686771	NCU02579T0	NCU02579
1494_gene	1494	5633038	5633091	.	-	0	1494	1494_gene	1.19793595409461	8.83427695464725e-08	3.06724554706137e-06	NCU08359T0	NCU08359
1717_gene	1717	6546116	6547618	.	+	0	1717	1717_gene	1.13700318856236	0.0022940012968952	0.0160829100421405	NCU00968T0	NCU00968
965_gene	965	3463256	3464209	.	-	0	965	965_gene	1.00393529490745	0.0007692707919659	0.0067312822727998	NCU02759T0	NCU02759
156_gene	156	574657	574716	.	+	0	156	156_gene	2.65695422022703	4.83003769947979e-17	9.59877107431233e-15	NCU07453T0	NCU07453
291_gene	291	1135379	1135498	.	-	0	291	291_gene	1.87748659263942	1.63874445443418e-24	6.04813756861529e-22	NCU02133T0	NCU02133
912_gene	912	3304636	3304649	.	-	2	912	912_gene	1.62474049840769	0.009019166942533	0.047383869437792	NCU02718T1	NCU02718
1652_gene	1652	6227826	6228755	.	+	0	1652	1652_gene	1.23476654516276	4.22044180059367e-06	8.45233441227423e-05	NCU07360T0	NCU07360
485_gene	485	1853299	1853326	.	+	0	485	485_gene	1.22039612574306	0.0005570050998321	0.0051903432837381	NCU01961T0	NCU01961
184_gene	184	711205	711493	.	-	1	184	184_gene	1.26261542143275	0.0001184689530105	0.0014285392770254	NCU10007T1	NCU10007
2628_gene	2628	9692170	9693120	.	-	0	2628	2628_gene	7.18254452643326	0.000560633265803	0.0052147472266501	NCU08640T0	NCU08640
1219_gene	1219	4793928	4795032	.	-	1	1219	1219_gene	2.08263777852929	9.833958965491e-06	0.0001746119105659	NCU03173T0	NCU03173
1598_gene	1598	6034776	6035191	.	+	0	1598	1598_gene	6.35292401819348	0.0011153378496168	0.0091185928306492	NCU07410T0	NCU07410
140_gene	140	536393	536446	.	+	0	140	140_gene	1.16218670600664	8.437903767376081e-09	3.86948341330994e-07	NCU07467T1	NCU07467
1049_gene	1049	4203247	4203674	.	-	2	1049	1049_gene	1.44672440087793	2.91907083970376e-08	1.16921232781002e-06	NCU09332T0	NCU09332
2120_gene	2120	7853920	7854066	.	+	0	2120	2120_gene	2.833655511881	1.76354821204394e-27	9.112253611631041e-25	NCU00608T0	NCU00608
932_gene	932	3363140	3363179	.	+	0	932	932_gene	1.08890856477693	0.0001233653183052	0.0014772389332167	NCU02734T0	NCU02734
1818_gene	1818	6872844	6872874	.	+	0	1818	1818_gene	1.00044610204665	0.0003297743757955	0.0033575255167203	NCU00884T0	NCU00884
2200_gene	2200	8096632	8098209	.	+	0	2200	2200_gene	1.4229037349038	1.72696325187646e-07	5.51731707323107e-06	NCU00536T0	NCU00536
481_gene	481	1844629	1846880	.	+	0	481	481_gene	1.07205713575255	3.63069575002132e-08	1.39998544331046e-06	NCU01964T0	NCU01964
1621_gene	1621	6112190	6112204	.	+	0	1621	1621_gene	1.30457777515261	1.5238770411225e-05	0.0002556452166064	NCU07389T0	NCU07389
455_gene	455	1775399	1775567	.	+	0	455	455_gene	2.9580814435617	9.50173916559873e-28	5.16794592301565e-25	NCU01985T0	NCU01985
1824_gene	1824	6885559	6885685	.	+	0	1824	1824_gene	1.06676819295667	9.19967034912746e-05	0.0011593828461937	NCU00879T0	NCU00879
2409_gene	2409	8799319	8800200	.	-	0	2409	2409_gene	1.89257332658307	4.4789327898053194e-12	4.36653692923096e-10	NCU02887T0	NCU02887
1499_gene	1499	5651228	5651266	.	+	0	1499	1499_gene	2.80198084491473	5.04378446392431e-19	1.21215043372544e-16	NCU08355T0	NCU08355
1893_gene	1893	7074245	7075321	.	-	0	1893	1893_gene	1.08313712469664	0.0005141160685414	0.004869730020447	NCU00814T0	NCU00814
1860_gene	1860	6968177	6969913	.	+	0	1860	1860_gene	1.89009669259051	0.0011449717157242	0.0092873922372798	NCU00848T0	NCU00848
342_gene	342	1331868	1332014	.	+	0	342	342_gene	1.60680797039594	0.0013639222649526	0.0106295419954907	NCU02092T0	NCU02092
1017_gene	1017	3993093	3993100	.	+	0	1017	1017_gene	1.11346709416361	0.0001642412234201	0.0018858542253601	NCU09896T0	NCU09896
2490_gene	2490	9105406	9106058	.	-	2	2490	2490_gene	2.20677954678186	1.24470065833908e-05	0.0002143789433879	NCU10987T0	NCU10987
2318_gene	2318	8526940	8527551	.	-	0	2318	2318_gene	1.1513068609807	0.0014824204529042	0.0114153002684895	NCU02977T0	NCU02977
2453_gene	2453	8957686	8958504	.	+	0	2453	2453_gene	1.0722420958455	3.92819280379871e-06	8.00669515472501e-05	NCU02834T0	NCU02834
1167_gene	1167	4648054	4649037	.	-	0	1167	1167_gene	1.10985916643326	0.0002394355680176	0.0025640695957457	NCU03125T0	NCU03125
735_gene	735	2731855	2731910	.	+	0	735	735_gene	1.50298435157495	5.85600646051504e-08	2.13837352519302e-06	NCU02558T0	NCU02558
1080_gene	1080	4309083	4312367	.	-	0	1080	1080_gene	1.09015767472863	2.4778568108971e-06	5.60310115619489e-05	NCU09307T0	NCU09307
814_gene	814	2961041	2962876	.	-	0	814	814_gene	1.77872369112775	0.0086235589323036	0.0459834148639971	NCU02625T0	NCU02625
1161_gene	1161	4628234	4628524	.	+	0	1161	1161_gene	1.03707158041705	0.0010351745853701	0.0085579953321723	NCU03120T1	NCU03120
2268_gene	2268	8381613	8382167	.	+	0	2268	2268_gene	1.22621150676492	0.000799655070014	0.0069853216344252	NCU03032T0	NCU03032
2153_gene	2153	7942555	7942574	.	+	0	2153	2153_gene	1.69107683386555	7.68997157648815e-05	0.0009995995757412	NCU00579T0	NCU00579
914_gene	914	3305096	3307174	.	-	0	914	914_gene	1.1834302133195	0.003971450491664	0.0249231196113819	NCU02718T0	NCU02718
1769_gene	1769	6695569	6697194	.	-	0	1769	1769_gene	1.25927542013732	3.05966251878182e-05	0.0004622595390218	NCU00928T0	NCU00928
447_gene	447	1749667	1750669	.	-	1	447	447_gene	1.21079990462172	2.38159289600412e-06	5.42100902804111e-05	NCU01993T0	NCU01993
364_gene	364	1459392	1460486	.	-	0	364	364_gene	1.44554698684979	0.0022860098645429	0.0160377637068481	NCU02073T0	NCU02073
1625_gene	1625	6132596	6133885	.	-	0	1625	1625_gene	1.15746756424344	1.19104061847701e-06	3.05414733283907e-05	NCU07385T0	NCU07385
1882_gene	1882	7036461	7036490	.	+	0	1882	1882_gene	1.02522559070631	3.61643697863413e-06	7.45953288167766e-05	NCU00828T0	NCU00828
429_gene	429	1686359	1686505	.	-	0	429	429_gene	1.22726071812075	3.98703497077526e-07	1.17051191443158e-05	NCU02010T0	NCU02010
528_gene	528	2027524	2028190	.	-	1	528	528_gene	7.20308634905371	0.0002087903310055	0.0022978054106619	NCU16346T0	NCU16346
183_gene	183	711205	711493	.	-	1	183	183_gene	1.23333034571519	9.53469735134157e-05	0.0011943219688335	NCU10007T0	NCU10007
1949_gene	1949	7271867	7272673	.	-	0	1949	1949_gene	1.11858139946762	0.0002308160564984	0.0025002653331814	NCU00762T0	NCU00762
302_gene	302	1165875	1165915	.	+	0	302	302_gene	2.62004340231454	3.55719142794195e-13	4.1303389007137096e-11	NCU02124T1	NCU02124
2100_gene	2100	7772874	7773116	.	-	0	2100	2100_gene	1.08170836365642	3.03975161181677e-08	1.20818435217364e-06	NCU00627T0	NCU00627
3098_gene	3098	1931331	1931667	.	+	0	3098	3098_gene	1.28915209433728	1.09146224759325e-07	3.68600355118582e-06	NCU06790T0	NCU06790
2912_gene	2912	1028942	1030063	.	+	0	2912	2912_gene	1.09782638426281	0.0021977741048713	0.0155666878682255	NCU11245T0	NCU11245
2926_gene	2926	1053746	1056997	.	-	0	2926	2926_gene	1.09923035572732	0.0001815247212611	0.002050138218047	NCU03336T0	NCU03336
3084_gene	3084	1882956	1885389	.	-	1	3084	3084_gene	1.41934802983277	0.0041600136930413	0.0257885911840966	NCU06809T0	NCU06809
3293_gene	3293	2620221	2621078	.	-	0	3293	3293_gene	1.43263849238732	0.0051400692634316	0.0307570791941534	NCU01728T0	NCU01728
2758_gene	2758	467621	467741	.	+	0	2758	2758_gene	3.35954958829699	1.98811284235415e-41	3.42419301881464e-38	NCU03500T0	NCU03500
3354_gene	3354	2805477	2805514	.	+	0	3354	3354_gene	2.72516153780213	0.0001022145537382	0.0012634990410653	NCU01652T0	NCU01652
3458_gene	3458	3180976	3181101	.	+	0	3458	3458_gene	1.81842277571969	1.7106934725569e-09	9.15974422041608e-08	NCU01528T0	NCU01528
3373_gene	3373	2888377	2888522	.	+	0	3373	3373_gene	2.01649044022827	2.59799904171382e-07	8.08666328225017e-06	NCU01633T0	NCU01633
3189_gene	3189	2293837	2294108	.	+	0	3189	3189_gene	2.02391366857435	3.00999770580713e-10	1.93200722309385e-08	NCU01821T0	NCU01821
3631_gene	3631	3959046	3960068	.	-	0	3631	3631_gene	3.1548934061723	0.0083244761452005	0.0447581355278368	NCU16587T0	NCU16587
3622_gene	3622	3881835	3883688	.	+	0	3622	3622_gene	1.96331020697087	3.70250578340744e-05	0.0005427190746912	NCU08749T0	NCU08749
3512_gene	3512	3392278	3392352	.	+	0	3512	3512_gene	1.29369193697239	0.0020054982231969	0.0144726387140485	NCU08517T0	NCU08517
3651_gene	3651	4022392	4022745	.	+	0	3651	3651_gene	1.69939795282593	0.0075448541762771	0.041583212297412	NCU10245T0	NCU10245
3011_gene	3011	1608197	1608281	.	+	0	3011	3011_gene	1.76486789214397	6.70067236638483e-10	4.00258660313415e-08	NCU05429T1	NCU05429
3513_gene	3513	3395284	3395642	.	-	2	3513	3513_gene	1.49453578624936	2.33552056046471e-05	0.0003673556997236	NCU08516T0	NCU08516
2903_gene	2903	992206	994041	.	-	0	2903	2903_gene	1.59110903574602	1.76470464710567e-08	7.4131942370691e-07	NCU03356T0	NCU03356
2887_gene	2887	942330	943478	.	+	0	2887	2887_gene	1.2396337383908	1.76612206178462e-05	0.0002924856632449	NCU03369T0	NCU03369
2762_gene	2762	479833	482004	.	-	0	2762	2762_gene	1.02322061701432	0.0033591164693327	0.0218047170817113	NCU03496T0	NCU03496
3670_gene	3670	4086066	4087695	.	-	1	3670	3670_gene	1.46501669731529	0.0011387777729007	0.0092516741392739	NCU08443T0	NCU08443
3662_gene	3662	4057221	4060108	.	+	0	3662	3662_gene	1.10389292154088	7.96421749467959e-05	0.0010270177731975	NCU08435T0	NCU08435
2957_gene	2957	1416630	1417070	.	-	0	2957	2957_gene	1.31219511373834	1.3644608772028702e-09	7.54028807754787e-08	NCU05360T0	NCU05360
2966_gene	2966	1457886	1458780	.	+	0	2966	2966_gene	1.28845215386466	0.0009507054187272	0.0079976389472635	NCU05377T0	NCU05377
3661_gene	3661	4053826	4054394	.	-	2	3661	3661_gene	1.89655986466825	6.57327629900694e-11	5.18536162396471e-09	NCU08434T0	NCU08434
2665_gene	2665	84724	84787	.	+	0	2665	2665_gene	1.22311686778595	0.0010078814083027	0.0083725453966239	NCU09600T0	NCU09600
2808_gene	2808	654024	655472	.	-	0	2808	2808_gene	7.1531425782248	1.00712211179527e-06	2.6482442502016e-05	NCU10684T0	NCU10684
3492_gene	3492	3290374	3291378	.	-	0	3492	3492_gene	3.01379583536219	0.0005094114247001	0.0048384721165911	NCU01493T0	NCU01493
3717_gene	3717	4307112	4308131	.	-	0	3717	3717_gene	1.55649677125379	4.33961873802033e-05	0.0006216305656713	NCU11417T0	NCU11417
3514_gene	3514	3398341	3399480	.	-	0	3514	3514_gene	1.52279079089447	7.74571382156572e-17	1.48230012281593e-14	NCU08515T0	NCU08515
3473_gene	3473	3222375	3222450	.	-	1	3473	3473_gene	1.33382673617305	5.76069046307057e-06	0.0001092311472392	NCU01514T0	NCU01514
3681_gene	3681	4178109	4178143	.	+	0	3681	3681_gene	1.99613960220716	2.6291771641747597e-30	1.8113277876388e-27	NCU09345T1	NCU09345
3668_gene	3668	4077273	4077725	.	+	0	3668	3668_gene	2.31267463955889	5.9209386109616e-05	0.0008093515820856	NCU08441T0	NCU08441
3620_gene	3620	3875481	3877020	.	-	1	3620	3620_gene	6.57799269207232	6.57872690401811e-05	0.0008818690523504	NCU08747T0	NCU08747
3682_gene	3682	4178109	4178143	.	+	0	3682	3682_gene	1.98105211901433	1.44005112680016e-29	8.75381667314875e-27	NCU09345T0	NCU09345
3429_gene	3429	3097456	3097858	.	+	0	3429	3429_gene	1.31745693409883	2.29811277609505e-06	5.26578656943819e-05	NCU01555T0	NCU01555
2739_gene	2739	402036	402840	.	+	0	2739	2739_gene	1.46779235766139	0.0003460216403747	0.0034988137295818	NCU03518T0	NCU03518
3317_gene	3317	2709050	2709272	.	+	0	3317	3317_gene	1.70095423580617	1.41136982265043e-05	0.0002390999302831	NCU01689T0	NCU01689
2919_gene	2919	1044824	1046081	.	-	1	2919	2919_gene	1.28518674884235	6.744994683656869e-12	6.39475000558808e-10	NCU03339T0	NCU03339
3667_gene	3667	4074439	4074707	.	-	2	3667	3667_gene	1.99292835796047	1.75973403404186e-07	5.59541277162724e-06	NCU08440T0	NCU08440
