Feature Id	Aliases	start	end	score	strand	frame	proteinId	gene	log2_fold_change	p_value	q_value	NCUT	NCU
1362_gene	1362	5215436	5215795	.	-	0	1362	1362_gene	-1.08621445136558	0.0054129962688876	0.0321852148692088	NCU03294T0	NCU03294
489_gene	489	1860834	1860996	.	+	0	489	489_gene	-1.46538096289906	9.98232586305008e-06	0.0001766393073095	NCU01958T0	NCU01958
192_gene	192	751535	752283	.	-	2	192	192_gene	-1.00075497890033	0.0055615663667596	0.0328418439051969	NCU09070T0	NCU09070
1504_gene	1504	5660362	5660412	.	+	0	1504	1504_gene	-1.08214985499912	0.0006008603989503	0.0055046909244267	NCU08351T0	NCU08351
697_gene	697	2636513	2636533	.	-	0	697	697_gene	-2.08012200035684	3.5079300665224e-06	7.32342410251364e-05	NCU02528T0	NCU02528
1799_gene	1799	6820725	6820931	.	+	0	1799	1799_gene	-1.13220710867982	0.0001192748242062	0.0014365804584472	NCU00901T0	NCU00901
1375_gene	1375	5253663	5253713	.	+	0	1375	1375_gene	-1.09851634045947	4.47094560592888e-05	0.000639042211503	NCU03302T0	NCU03302
1629_gene	1629	6142535	6142587	.	+	0	1629	1629_gene	-1.45578905021036	6.08600037459042e-06	0.0001141428817985	NCU07382T0	NCU07382
6_gene	6	36099	36503	.	+	0	6	6_gene	-1.03817810795184	9.85488184437056e-06	0.0001746832744077	NCU09906T0	NCU09906
565_gene	565	2143315	2145738	.	-	0	565	565_gene	-1.11052275999195	9.91626617756652e-13	1.07868099662076e-10	NCU01886T0	NCU01886
1487_gene	1487	5614318	5615011	.	-	1	1487	1487_gene	-1.07826927197336	0.0003963001808762	0.0039077920507392	NCU08365T0	NCU08365
1409_gene	1409	5366813	5367622	.	-	0	1409	1409_gene	-2.08794547288012	0.0024698175153075	0.0170608918470508	NCU16396T1	NCU16396
1433_gene	1433	5439555	5439721	.	+	0	1433	1433_gene	-1.06267001063932	0.0003704631015726	0.0036917701944571	NCU09129T0	NCU09129
1056_gene	1056	4225719	4225896	.	+	0	1056	1056_gene	-1.06918165817636	7.64477824558578e-05	0.0009962312533402	NCU09326T0	NCU09326
2138_gene	2138	7902897	7902956	.	-	0	2138	2138_gene	-1.1217630954863	3.4277048564646e-05	0.0005096676544849	NCU00591T1	NCU00591
2618_gene	2618	9661829	9662185	.	+	0	2618	2618_gene	-1.0208757297537	0.0035262116906014	0.02265684540567	NCU16497T0	NCU16497
2026_gene	2026	7530463	7530592	.	+	0	2026	2026_gene	-1.1433745580274	0.000594959432601	0.0054659379717684	NCU00692T0	NCU00692
973_gene	973	3513471	3514631	.	+	0	973	973_gene	-1.4845222321078	1.52809734221759e-10	1.07424203635895e-08	NCU09382T0	NCU09382
213_gene	213	821781	821800	.	+	0	213	213_gene	-1.25422705633325	1.70259981479394e-05	0.000284001321723	NCU09089T0	NCU09089
1484_gene	1484	5607213	5607443	.	-	0	1484	1484_gene	-1.44089848554608	1.85668766767501e-05	0.0003057147951364	NCU16402T0	NCU16402
378_gene	378	1500794	1500916	.	-	0	378	378_gene	-1.40462846299366	3.4676031389207e-06	7.2833761865054e-05	NCU02061T0	NCU02061
214_gene	214	821781	821800	.	+	0	214	214_gene	-1.25990128630582	1.68815511321627e-05	0.0002822879440125	NCU09089T1	NCU09089
1881_gene	1881	7033280	7035319	.	+	0	1881	1881_gene	-2.70092022435296	6.602777551601351e-17	1.2874170418537401e-14	NCU00829T0	NCU00829
234_gene	234	938696	939170	.	+	0	234	234_gene	-2.01604206124888	0.005607626774897	0.033026799499203	NCU02184T0	NCU02184
1151_gene	1151	4606330	4606472	.	+	0	1151	1151_gene	-1.10749222022653	0.0001441123804194	0.0016904169571565	NCU03114T0	NCU03114
178_gene	178	653540	653794	.	+	0	178	178_gene	-1.17747637261168	9.06188397837575e-13	9.962288194950539e-11	NCU07430T0	NCU07430
221_gene	221	836425	837362	.	-	2	221	221_gene	-1.24554213931197	3.36234353408316e-07	1.01301627058937e-05	NCU09094T1	NCU09094
1880_gene	1880	7030697	7031380	.	-	0	1880	1880_gene	-2.61865927252394	2.6672192133658097e-18	5.86447730870686e-16	NCU00830T0	NCU00830
641_gene	641	2444043	2444977	.	-	2	641	641_gene	-1.37705406831849	1.4569759948924e-06	3.61064506743839e-05	NCU02478T0	NCU02478
1280_gene	1280	4957867	4957969	.	+	0	1280	1280_gene	-1.28202545101622	3.9549127909893e-08	1.50257605816483e-06	NCU03222T0	NCU03222
2375_gene	2375	8684591	8684850	.	+	0	2375	2375_gene	-1.09320916383913	0.0038184766268263	0.0241198884239753	NCU02922T0	NCU02922
907_gene	907	3279861	3280583	.	-	0	907	907_gene	-1.65559779720561	0.0085057136262443	0.0454398466536235	NCU02711T0	NCU02711
1148_gene	1148	4598310	4598975	.	-	0	1148	1148_gene	-1.30029386696085	2.56323513663652e-06	5.72105224665265e-05	NCU03111T0	NCU03111
1820_gene	1820	6876619	6877208	.	-	2	1820	1820_gene	-1.06950685304276	0.0019224074394254	0.0140001116835957	NCU00882T0	NCU00882
1486_gene	1486	5608609	5610168	.	-	0	1486	1486_gene	-1.3115301584876	2.5946964808529503e-10	1.7103965935757e-08	NCU08366T0	NCU08366
1708_gene	1708	6528335	6528357	.	-	2	1708	1708_gene	-1.74725846683263	0.0067824278655565	0.0383212736810616	NCU00976T0	NCU00976
1453_gene	1453	5505859	5506575	.	-	0	1453	1453_gene	-1.00772867690038	0.0001229598068446	0.0014758033030575	NCU08390T0	NCU08390
1826_gene	1826	6887885	6888124	.	+	0	1826	1826_gene	-1.11941745682012	0.0022285527432886	0.0157523009912073	NCU00878T0	NCU00878
598_gene	598	2235326	2235622	.	+	0	598	598_gene	-1.0858408625731	0.0001220210802463	0.0014662393526349	NCU01858T0	NCU01858
2291_gene	2291	8460140	8460197	.	+	0	2291	2291_gene	-1.26647011445735	7.18240393739928e-06	0.0001325410040876	NCU03008T0	NCU03008
1686_gene	1686	6456737	6457014	.	-	2	1686	1686_gene	-1.66501618657379	4.50574797392501e-07	1.3006256861045e-05	NCU00995T0	NCU00995
478_gene	478	1837558	1837697	.	-	2	478	478_gene	-1.09005457629925	3.41075776402994e-05	0.0005088868316726	NCU01966T0	NCU01966
220_gene	220	836425	837362	.	-	2	220	220_gene	-1.23172101257218	1.02597546855807e-07	3.49915197758387e-06	NCU09094T0	NCU09094
2573_gene	2573	9477926	9479179	.	-	0	2573	2573_gene	-1.39399433218354	2.81138399029729e-05	0.0004285079963972	NCU09230T0	NCU09230
181_gene	181	666139	666360	.	+	0	181	181_gene	-1.71134402786283	3.483771317451e-06	7.28771109201187e-05	NCU07427T0	NCU07427
1191_gene	1191	4724832	4724884	.	+	0	1191	1191_gene	-1.29372805137367	2.23760041488188e-05	0.0003557440413444	NCU03147T0	NCU03147
1656_gene	1656	6263426	6263515	.	+	0	1656	1656_gene	-2.31931623238062	1.70593478875801e-22	5.87637670234174e-20	NCU07355T0	NCU07355
791_gene	791	2877614	2877649	.	+	0	791	791_gene	-1.41078828304379	1.20649105594988e-06	3.08610855747181e-05	NCU02605T0	NCU02605
1673_gene	1673	6341556	6342872	.	+	0	1673	1673_gene	-1.18052947500994	1.9646459778103e-07	6.20876193721458e-06	NCU09885T1	NCU09885
1767_gene	1767	6688137	6688228	.	+	0	1767	1767_gene	-1.14496028826136	4.45669213391832e-06	8.80601462942867e-05	NCU00930T1	NCU00930
2388_gene	2388	8725837	8725873	.	+	0	2388	2388_gene	-1.98676600660302	0.0001696600239654	0.0019359170446478	NCU02910T0	NCU02910
1714_gene	1714	6541043	6541057	.	+	0	1714	1714_gene	-1.2139537242362	1.36318320459348e-06	3.44399965290344e-05	NCU00971T0	NCU00971
1475_gene	1475	5581367	5581666	.	+	0	1475	1475_gene	-1.50607698801231	9.48080390378664e-06	0.0001689217716236	NCU08375T0	NCU08375
800_gene	800	2906274	2906507	.	+	0	800	800_gene	-1.08609597534936	3.15119254967969e-05	0.0004751359745704	NCU02611T0	NCU02611
1572_gene	1572	5912115	5912402	.	-	0	1572	1572_gene	-1.03700588442977	0.0035218212855395	0.02265684540567	NCU09227T0	NCU09227
422_gene	422	1663312	1663333	.	+	0	422	422_gene	-1.1769569995474	2.54467201253654e-05	0.000393662284095	NCU02017T0	NCU02017
2264_gene	2264	8359796	8360287	.	+	0	2264	2264_gene	-1.04500106998812	0.0020166046015552	0.0145426322068893	NCU16463T0	NCU16463
329_gene	329	1277877	1278434	.	+	0	329	329_gene	-1.19027321759888	3.27976842306464e-06	6.95957430881931e-05	NCU11212T0	NCU11212
821_gene	821	2994436	2994468	.	+	0	821	821_gene	-1.0260801092752	0.0001130723786116	0.001371467089874	NCU02631T0	NCU02631
468_gene	468	1804323	1805195	.	-	0	468	468_gene	-1.43561106657416	4.48474124713405e-05	0.0006401286746945	NCU01976T2	NCU01976
1775_gene	1775	6717336	6717935	.	+	0	1775	1775_gene	-1.28408691511758	0.0008974550252186	0.0076522796270664	NCU10603T0	NCU10603
187_gene	187	726646	727917	.	+	0	187	187_gene	-1.01894863669683	0.0006272862140359	0.0057113442606586	NCU09065T0	NCU09065
557_gene	557	2114464	2116741	.	+	0	557	557_gene	-1.09569323073156	0.0026236426213581	0.017943562441506	NCU01895T1	NCU01895
490_gene	490	1860834	1860996	.	+	0	490	490_gene	-1.99615631637769	0.0025025890989324	0.0172547992800659	NCU01958T1	NCU01958
1765_gene	1765	6685334	6686715	.	-	2	1765	1765_gene	-1.11748059069157	1.30403498626698e-06	3.31918658819778e-05	NCU00931T0	NCU00931
2263_gene	2263	8357020	8357612	.	+	0	2263	2263_gene	-1.0895299808403	0.0002929167347263	0.0030514128393772	NCU03036T0	NCU03036
637_gene	637	2433044	2433081	.	-	2	637	637_gene	-1.3521904948834	1.43152684128399e-05	0.0002417221957161	NCU02474T0	NCU02474
300_gene	300	1159123	1160571	.	+	0	300	300_gene	-1.02433053220675	0.0007450261689995	0.006563597979916	NCU02126T0	NCU02126
1128_gene	1128	4519317	4519647	.	-	1	1128	1128_gene	-1.44988347685717	0.0002707197742472	0.0028460001496145	NCU03092T0	NCU03092
324_gene	324	1264806	1265483	.	+	0	324	324_gene	-1.46776992845263	4.30762148387666e-06	8.58520386366789e-05	NCU02106T0	NCU02106
606_gene	606	2260552	2261034	.	+	0	606	606_gene	-1.29637946051248	1.51052358318573e-07	4.95547641544168e-06	NCU01852T0	NCU01852
1419_gene	1419	5390517	5390657	.	-	0	1419	1419_gene	-3.80785298566294	0.0076171215035601	0.0418253632400586	NCU09118T1	NCU09118
2419_gene	2419	8839843	8840043	.	-	0	2419	2419_gene	-2.08098756654358	7.23654056696966e-08	2.5876266511787e-06	NCU02876T0	NCU02876
764_gene	764	2809662	2810355	.	+	0	764	764_gene	-2.0332970628558	0.0088556184722845	0.0466978181027433	NCU02583T1	NCU02583
362_gene	362	1450982	1451024	.	+	0	362	362_gene	-1.057511274801	0.0007617656911951	0.006671259875263	NCU02075T0	NCU02075
304_gene	304	1167472	1168755	.	-	0	304	304_gene	-1.55183457581921	0.0024467379980336	0.0169695238064961	NCU02123T0	NCU02123
496_gene	496	1889062	1894643	.	-	2	496	496_gene	-1.07174049199537	5.67454487517687e-05	0.0007808355091887	NCU01951T0	NCU01951
1009_gene	1009	3711314	3711832	.	-	0	1009	1009_gene	-1.06799614267363	0.0006110296322835	0.0055879470973613	NCU16377T0	NCU16377
1406_gene	1406	5354362	5354459	.	-	2	1406	1406_gene	-1.18541644508324	3.67019237188895e-05	0.0005395130579103	NCU09109T0	NCU09109
1490_gene	1490	5622538	5623086	.	-	0	1490	1490_gene	-3.54424443607714	0.0093468500478961	0.048817467726642	NCU08362T1	NCU08362
2137_gene	2137	7902897	7902956	.	-	0	2137	2137_gene	-1.12216009131899	5.54997631785207e-05	0.0007667574233781	NCU00591T0	NCU00591
1766_gene	1766	6688137	6688228	.	+	0	1766	1766_gene	-1.20048694271263	1.83557414756979e-06	4.35655357430703e-05	NCU00930T0	NCU00930
350_gene	350	1388105	1388239	.	+	0	350	350_gene	-3.40339760280614	0.000398002455212	0.0039171022592013	NCU10903T0	NCU10903
1614_gene	1614	6079880	6080212	.	-	0	1614	1614_gene	-2.45983209113495	0.0056277363966982	0.033081358318248	NCU07396T0	NCU07396
180_gene	180	662738	662846	.	-	1	180	180_gene	-2.11175904880156	2.9570182831368897e-12	2.99586538607222e-10	NCU07428T0	NCU07428
1342_gene	1342	5169654	5169771	.	-	1	1342	1342_gene	-2.65539435221186	5.13100111195852e-16	8.83729424849655e-14	NCU03281T1	NCU03281
803_gene	803	2919981	2920181	.	-	0	803	803_gene	-1.34614091988251	2.19500988467853e-06	5.08592649064302e-05	NCU02614T0	NCU02614
979_gene	979	3523573	3523596	.	-	0	979	979_gene	-1.00120052582752	0.003051380062061	0.0202264025409484	NCU09377T1	NCU09377
1281_gene	1281	4957867	4957969	.	+	0	1281	1281_gene	-1.27571463692929	2.43072904075844e-08	9.9285193309082e-07	NCU03222T1	NCU03222
832_gene	832	3024319	3024403	.	+	0	832	832_gene	-1.11439807257491	0.002174316742668	0.0154322728150627	NCU02640T0	NCU02640
1176_gene	1176	4675262	4676069	.	-	1	1176	1176_gene	-1.41817201531526	2.03390522085419e-06	4.7552888127392e-05	NCU03133T0	NCU03133
1105_gene	1105	4456799	4457812	.	-	0	1105	1105_gene	-1.3631601900458	1.87681026198592e-06	4.42807243090468e-05	NCU03074T0	NCU03074
2231_gene	2231	8194634	8194647	.	+	0	2231	2231_gene	-1.02477908168042	0.0001641049534669	0.0018858542253601	NCU00505T0	NCU00505
2539_gene	2539	9372958	9374310	.	-	0	2539	2539_gene	-1.24109904960376	0.0020595218732333	0.0147594306782198	NCU09260T0	NCU09260
2412_gene	2412	8809899	8810129	.	-	0	2412	2412_gene	-2.8718011333009	1.5029432101695e-26	7.05973415176892e-24	NCU02884T0	NCU02884
2012_gene	2012	7486263	7486302	.	-	1	2012	2012_gene	-1.35905919170953	2.78394802154613e-07	8.56229727817193e-06	NCU00706T0	NCU00706
1293_gene	1293	4992019	4992021	.	+	0	1293	1293_gene	-1.03781638446267	0.002485412235789	0.0171571476584128	NCU03233T0	NCU03233
1498_gene	1498	5648675	5648715	.	+	0	1498	1498_gene	-1.16205832982797	0.000820640704189	0.0071204878564986	NCU08356T0	NCU08356
617_gene	617	2356304	2356468	.	+	0	617	617_gene	-2.84289243664563	0.0076430699432841	0.0418558873842365	NCU09975T2	NCU09975
121_gene	121	448859	449068	.	+	0	121	121_gene	-1.70495967162389	0.0002393790511442	0.0025640695957457	NCU07487T0	NCU07487
2015_gene	2015	7495037	7495180	.	+	0	2015	2015_gene	-2.84305095306918	1.43879809955298e-35	1.85856744509757e-32	NCU00701T0	NCU00701
1785_gene	1785	6744943	6746394	.	-	0	1785	1785_gene	-1.4807951584725	2.57566180326424e-05	0.0003978608232426	NCU00916T2	NCU00916
1674_gene	1674	6341556	6342872	.	+	0	1674	1674_gene	-1.34529955105024	3.69298992221936e-10	2.34131029792729e-08	NCU09885T0	NCU09885
2986_gene	2986	1520117	1520485	.	+	0	2986	2986_gene	-2.0169348516434	1.3397242779739802e-15	2.19757312517193e-13	NCU05395T0	NCU05395
2809_gene	2809	667959	668378	.	-	0	2809	2809_gene	-1.57764563312996	0.0001708583414996	0.0019445485694461	NCU16512T0	NCU16512
3204_gene	3204	2356506	2356530	.	-	1	3204	3204_gene	-1.341996728076	1.33882664299834e-05	0.0002283075004743	NCU01808T0	NCU01808
3170_gene	3170	2197663	2197921	.	+	0	3170	3170_gene	-1.49672981643502	4.83411470843006e-07	1.38765948324767e-05	NCU01841T0	NCU01841
3093_gene	3093	1911968	1912465	.	-	0	3093	3093_gene	-1.61712385924511	0.0002094068788311	0.0023009493749512	NCU06795T0	NCU06795
2890_gene	2890	949301	949317	.	+	0	2890	2890_gene	-1.55650208783875	1.37185794033398e-08	6.08315627825223e-07	NCU03366T0	NCU03366
2871_gene	2871	891875	892537	.	-	0	2871	2871_gene	-1.49483445146547	2.23197594829243e-06	5.16000882542594e-05	NCU03385T0	NCU03385
3469_gene	3469	3211345	3211388	.	-	2	3469	3469_gene	-1.97655396523618	1.63315755549765e-08	6.88859190959702e-07	NCU01519T0	NCU01519
3201_gene	3201	2347735	2348036	.	+	0	3201	3201_gene	-1.02753898465156	0.0002409993824948	0.0025781445328178	NCU01811T0	NCU01811
2985_gene	2985	1514710	1516356	.	-	0	2985	2985_gene	-1.50211851161086	4.12617729369496e-06	8.29897241949686e-05	NCU05394T0	NCU05394
3139_gene	3139	2061288	2061447	.	+	0	3139	3139_gene	-1.13566765414637	8.00064891097627e-05	0.0010283421125128	NCU06752T0	NCU06752
2810_gene	2810	668894	669047	.	-	1	2810	2810_gene	-1.71266853698603	4.19267666733154e-05	0.0006035961793563	NCU03451T0	NCU03451
3695_gene	3695	4219280	4221688	.	+	0	3695	3695_gene	-1.00124230732534	0.0024499722479183	0.0169805588262833	NCU09354T1	NCU09354
3251_gene	3251	2495815	2497347	.	-	0	3251	3251_gene	-1.03295889057157	0.0014071798494779	0.0108927315089928	NCU01771T0	NCU01771
3184_gene	3184	2267312	2267374	.	+	0	3184	3184_gene	-1.14495543652597	3.88234571035168e-05	0.0005658696836498	NCU01827T0	NCU01827
3099_gene	3099	1932760	1933020	.	-	0	3099	3099_gene	-1.22245832698368	4.13717759882383e-05	0.0005979523539335	NCU06789T0	NCU06789
3258_gene	3258	2516668	2517357	.	-	0	3258	3258_gene	-1.18305856947502	0.0001021630765533	0.0012634990410653	NCU01764T0	NCU01764
3762_gene	3762	4442411	4442466	.	+	0	3762	3762_gene	-1.31518753745326	4.57215256049253e-07	1.31611767576963e-05	NCU09489T0	NCU09489
3432_gene	3432	3106009	3106187	.	-	2	3432	3432_gene	-1.33639818084849	6.45427685241363e-07	1.79297034926996e-05	NCU01552T0	NCU01552
2858_gene	2858	847151	847243	.	+	0	2858	2858_gene	-1.13139250794293	0.0003906989889327	0.0038629971637001	NCU03400T0	NCU03400
3478_gene	3478	3239816	3240805	.	-	0	3478	3478_gene	-1.16030779393055	0.0004783439022127	0.0045728084046864	NCU01506T0	NCU01506
3203_gene	3203	2353212	2355866	.	+	0	3203	3203_gene	-1.4889365558148	2.22459763331462e-05	0.000354768394177	NCU01809T0	NCU01809
3433_gene	3433	3106009	3106187	.	-	2	3433	3433_gene	-1.34676696456633	7.54251310562097e-07	2.04092308662145e-05	NCU01552T1	NCU01552
2832_gene	2832	770214	771887	.	+	0	2832	2832_gene	-1.93489265409906	0.0009511416940378	0.0079976389472635	NCU10483T0	NCU10483
3649_gene	3649	4014196	4014437	.	+	0	3649	3649_gene	-2.0557146390518	3.8930704992150006e-11	3.32487525114776e-09	NCU08423T1	NCU08423
3648_gene	3648	4014196	4014437	.	+	0	3648	3648_gene	-2.05145854280063	4.07758696087539e-10	2.53842070202929e-08	NCU08423T0	NCU08423
2708_gene	2708	270633	274235	.	-	0	2708	2708_gene	-2.3660540795082	3.6011898602030102e-09	1.78916807766047e-07	NCU03550T0	NCU03550
2891_gene	2891	952867	953277	.	-	0	2891	2891_gene	-1.2208473858168	0.0080342809998702	0.0435011406478857	NCU03365T0	NCU03365
3021_gene	3021	1659096	1659156	.	-	1	3021	3021_gene	-1.13439159181379	0.0005358997714878	0.00502539767564	NCU16537T0	NCU16537
3309_gene	3309	2681976	2683049	.	-	0	3309	3309_gene	-3.79173172739723	1.95785336084298e-05	0.0003191239216238	NCU01701T1	NCU01701
3462_gene	3462	3193968	3194581	.	-	2	3462	3462_gene	-1.18026359859705	7.35996004995048e-06	0.0001355754494762	NCU01524T0	NCU01524
3634_gene	3634	3966571	3967644	.	-	0	3634	3634_gene	-1.00195107160834	0.0034461596039965	0.0223044282673294	NCU16588T0	NCU16588
3657_gene	3657	4037917	4038439	.	-	1	3657	3657_gene	-1.09730696492716	0.005698035473485	0.0334375346865384	NCU08429T0	NCU08429
2997_gene	2997	1580257	1580466	.	+	0	2997	2997_gene	-1.01291670190827	6.55521959355044e-07	1.81612973940349e-05	NCU05418T0	NCU05418
3325_gene	3325	2731055	2731085	.	+	0	3325	3325_gene	-1.90348460296427	2.37205917877611e-05	0.0003719705546809	NCU01679T1	NCU01679
2888_gene	2888	943973	944175	.	-	2	2888	2888_gene	-1.86717928945685	4.99718688166569e-10	3.03770171971372e-08	NCU03368T0	NCU03368
3070_gene	3070	1838433	1839032	.	-	0	3070	3070_gene	-1.18626942731564	0.0016891358871394	0.012612377353829	NCU06832T0	NCU06832
3504_gene	3504	3345565	3345579	.	-	0	3504	3504_gene	-1.1712284001676	0.0004154110595083	0.0040729201982532	NCU01483T0	NCU01483
3587_gene	3587	3769185	3769720	.	-	2	3587	3587_gene	-1.33203536136253	4.3759357117905406e-15	6.95706456086822e-13	NCU08713T0	NCU08713
3511_gene	3511	3389024	3390303	.	-	2	3511	3511_gene	-1.22814001085874	0.0008923350965618	0.0076209842048515	NCU08518T0	NCU08518
3321_gene	3321	2720795	2720909	.	-	1	3321	3321_gene	-1.97211578661584	0.0002095213239625	0.0023009493749512	NCU01684T0	NCU01684
2852_gene	2852	831967	832142	.	+	0	2852	2852_gene	-1.17798586881605	0.0018581034828833	0.0136085339419674	NCU03406T0	NCU03406
3175_gene	3175	2213888	2214012	.	+	0	3175	3175_gene	-2.02531801407131	0.0007229182255988	0.0064180729753769	NCU01837T0	NCU01837
3549_gene	3549	3518626	3519792	.	+	0	3549	3549_gene	-1.26573598219521	3.19118291056931e-11	2.7481403498186e-09	NCU08478T0	NCU08478
5008_gene	5008	4697069	4697423	.	-	1	5008	5008_gene	-4.15551672966871	7.97046888043797e-05	0.0010270177731975	NCU08227T1	NCU08227
4091_gene	4091	1495504	1495751	.	-	2	4091	4091_gene	-1.23189974259496	1.00379677570564e-07	3.44625776748905e-06	NCU06464T0	NCU06464
4769_gene	4769	3871344	3872045	.	+	0	4769	4769_gene	-1.21055138754843	9.39064043596482e-07	2.49467553381132e-05	NCU00441T0	NCU00441
4115_gene	4115	1585601	1585607	.	-	1	4115	4115_gene	-1.42956961970803	7.13525361067579e-07	1.94553326682648e-05	NCU16635T0	NCU16635
4421_gene	4421	2731257	2732643	.	-	1	4421	4421_gene	-1.72588731849524	1.16394781208596e-05	0.0002024955671733	NCU00130T0	NCU00130
4114_gene	4114	1583202	1584032	.	-	0	4114	4114_gene	-1.26837842434359	5.41720174610517e-06	0.0001037823138843	NCU06485T0	NCU06485
4043_gene	4043	1350693	1351013	.	+	0	4043	4043_gene	-1.36464764871513	0.0090189141745507	0.047383869437792	NCU06422T0	NCU06422
4932_gene	4932	4417543	4419923	.	+	0	4932	4932_gene	-1.20644536891572	1.2849786147049e-07	4.25607980908988e-06	NCU07546T0	NCU07546
3783_gene	3783	49405	51102	.	+	0	3783	3783_gene	-1.01790338471226	0.0006464024276242	0.0058612236156037	NCU09514T0	NCU09514
5165_gene	5165	5255086	5257471	.	-	1	5165	5165_gene	-1.04109167255117	0.0001421281688084	0.0016728388342439	NCU08755T0	NCU08755
4792_gene	4792	3944577	3944613	.	-	1	4792	4792_gene	-1.45654391581687	1.8484894576145101e-09	9.79604618204532e-08	NCU00461T0	NCU00461
4835_gene	4835	4065375	4066061	.	-	0	4835	4835_gene	-2.5394605184494	0.0038353933276232	0.0241971640095597	NCU00497T2	NCU00497
3986_gene	3986	1127304	1127341	.	+	0	3986	3986_gene	-1.25018596551239	1.56241313276078e-06	3.81701591346334e-05	NCU07857T0	NCU07857
4809_gene	4809	3985739	3985762	.	+	0	4809	4809_gene	-1.14255356851227	4.86978360515359e-07	1.39402614337001e-05	NCU00475T0	NCU00475
4857_gene	4857	4147674	4147679	.	+	0	4857	4857_gene	-1.27114932534613	9.76590831785446e-05	0.0012159144163458	NCU08990T0	NCU08990
4929_gene	4929	4407007	4407298	.	-	1	4929	4929_gene	-1.10554163525189	0.000118187456496	0.0014268097843815	NCU07549T0	NCU07549
4615_gene	4615	3373504	3373746	.	-	0	4615	4615_gene	-1.2014405384247	4.30276879741548e-07	1.25606815685004e-05	NCU00304T0	NCU00304
4506_gene	4506	3009145	3009446	.	+	0	4506	4506_gene	-1.30414487892034	0.0021835783490903	0.0154873703908714	NCU00207T1	NCU00207
4538_gene	4538	3111544	3113271	.	+	0	4538	4538_gene	-1.01464410700829	5.10208829524445e-07	1.45649117246011e-05	NCU11175T0	NCU11175
4927_gene	4927	4403479	4404068	.	+	0	4927	4927_gene	-1.30956907215597	1.29824736002805e-05	0.0002224890251829	NCU07551T0	NCU07551
4795_gene	4795	3957583	3957691	.	-	1	4795	4795_gene	-1.09756487399485	5.37287762207251e-05	0.0007472855632099	NCU00464T0	NCU00464
4055_gene	4055	1399090	1399092	.	+	0	4055	4055_gene	-1.27277734509732	1.29545990263647e-09	7.31545499117227e-08	NCU06432T0	NCU06432
4784_gene	4784	3915438	3917186	.	+	0	4784	4784_gene	-1.22575466509385	1.20115850984008e-10	8.68026016831284e-09	NCU00454T0	NCU00454
4423_gene	4423	2737821	2737831	.	+	0	4423	4423_gene	-1.10331098481193	7.50316292776044e-06	0.0001379674122695	NCU00133T0	NCU00133
3888_gene	3888	506533	506662	.	+	0	3888	3888_gene	-1.10729216809483	0.0022714790188019	0.0159683429797954	NCU05686T0	NCU05686
4097_gene	4097	1527903	1528691	.	-	0	4097	4097_gene	-1.03071002545436	4.92436779135806e-06	9.58350598039438e-05	NCU06470T0	NCU06470
4746_gene	4746	3783374	3783504	.	-	2	4746	4746_gene	-1.61725926471686	1.67815282733398e-06	4.06136564816612e-05	NCU00419T0	NCU00419
